user_id,event_name,timestamp,device,product_id,category,price,success_flag
2653,view_home,2025-08-17 10:44:52.757776,android,0,0,0.0,0
1353,view_home,2025-08-17 10:45:49.757776,android,0,0,0.0,0
1417,start_checkout,2025-08-17 10:46:08.757776,android,1782,sports,20.95,0
4836,view_home,2025-08-17 10:54:10.757776,ios,0,0,0.0,0
1897,payment_success,2025-08-17 10:54:53.757776,web,755,electronics,45.15,1
358,view_product,2025-08-17 10:57:28.757776,android,1435,fashion,137.52,0
2632,app_open,2025-08-17 10:58:42.757776,android,0,0,0.0,0
1713,view_home,2025-08-17 11:02:43.757776,android,0,0,0.0,0
1691,app_open,2025-08-17 11:05:13.757776,android,0,0,0.0,0
4839,view_home,2025-08-17 11:05:48.757776,android,0,0,0.0,0
576,view_product,2025-08-17 11:14:17.757776,android,1641,beauty,265.03,0
734,view_home,2025-08-17 11:15:44.757776,android,0,0,0.0,0
3192,view_home,2025-08-17 11:15:46.757776,web,0,0,0.0,0
1643,add_to_cart,2025-08-17 11:15:49.757776,android,204,electronics,61.07,0
1395,app_open,2025-08-17 11:16:21.757776,ios,0,0,0.0,0
617,click_category,2025-08-17 11:20:06.757776,android,0,0,0.0,0
2735,add_to_cart,2025-08-17 11:22:18.757776,android,1224,fashion,58.67,0
1463,payment_success,2025-08-17 11:24:06.757776,android,1372,fashion,131.41,1
2694,view_cart,2025-08-17 11:24:15.757776,ios,0,0,0.0,0
1902,add_to_cart,2025-08-17 11:25:06.757776,web,1985,fashion,97.37,0
1917,app_open,2025-08-17 11:25:56.757776,ios,0,0,0.0,0
389,add_to_cart,2025-08-17 11:32:11.757776,android,1148,beauty,165.06,0
2967,view_home,2025-08-17 11:42:54.757776,android,0,0,0.0,0
399,add_to_cart,2025-08-17 11:49:28.757776,android,1876,beauty,265.75,0
1076,start_checkout,2025-08-17 11:52:55.757776,ios,151,sports,105.26,0
3966,app_open,2025-08-17 11:59:19.757776,android,0,0,0.0,0
3173,view_product,2025-08-17 12:01:52.757776,android,222,home,113.14,0
4145,view_cart,2025-08-17 12:02:08.757776,android,0,0,0.0,0
1645,click_category,2025-08-17 12:06:44.757776,ios,0,0,0.0,0
556,view_cart,2025-08-17 12:06:53.757776,ios,0,0,0.0,0
106,start_checkout,2025-08-17 12:08:01.757776,android,1282,home,270.27,0
4575,view_product,2025-08-17 12:08:17.757776,web,598,home,169.05,0
3140,add_to_cart,2025-08-17 12:08:28.757776,android,102,fashion,15.39,0
68,app_open,2025-08-17 12:13:26.757776,android,0,0,0.0,0
3048,view_home,2025-08-17 12:14:23.757776,android,0,0,0.0,0
3570,app_open,2025-08-17 12:19:33.757776,web,0,0,0.0,0
707,view_product,2025-08-17 12:19:43.757776,ios,547,electronics,190.24,0
1533,app_open,2025-08-17 12:21:52.757776,web,0,0,0.0,0
3165,view_product,2025-08-17 12:27:02.757776,android,1128,electronics,162.25,0
2023,app_open,2025-08-17 12:32:27.757776,android,0,0,0.0,0
476,view_home,2025-08-17 12:34:51.757776,ios,0,0,0.0,0
2050,view_product,2025-08-17 12:39:55.757776,web,1337,beauty,119.1,0
90,view_product,2025-08-17 12:41:11.757776,android,123,electronics,76.53,0
436,app_open,2025-08-17 12:51:19.757776,android,0,0,0.0,0
2832,add_to_cart,2025-08-17 12:54:10.757776,web,1317,beauty,190.18,0
1072,payment_success,2025-08-17 12:55:13.757776,android,1127,fashion,116.73,1
2506,view_product,2025-08-17 12:56:29.757776,android,1509,home,190.61,0
953,add_to_cart,2025-08-17 13:01:33.757776,android,1938,sports,258.24,0
4271,payment_success,2025-08-17 13:01:52.757776,android,1987,sports,241.62,1
4269,add_to_cart,2025-08-17 13:04:25.757776,android,1729,beauty,7.79,0
4761,click_category,2025-08-17 13:06:04.757776,android,0,0,0.0,0
3299,payment_success,2025-08-17 13:10:52.757776,ios,241,beauty,10.63,1
3580,view_cart,2025-08-17 13:10:55.757776,android,0,0,0.0,0
3847,view_home,2025-08-17 13:12:21.757776,android,0,0,0.0,0
634,payment_success,2025-08-17 13:13:52.757776,android,1243,fashion,299.57,1
1141,view_product,2025-08-17 13:21:04.757776,ios,1222,beauty,182.01,0
3798,payment_success,2025-08-17 13:27:50.757776,android,1119,electronics,248.53,1
748,add_to_cart,2025-08-17 13:28:20.757776,android,198,home,154.84,0
4242,app_open,2025-08-17 13:29:19.757776,android,0,0,0.0,0
4270,app_open,2025-08-17 13:33:27.757776,android,0,0,0.0,0
74,logout,2025-08-17 13:33:50.757776,android,0,0,0.0,0
2713,app_open,2025-08-17 13:41:09.757776,web,0,0,0.0,0
1202,logout,2025-08-17 13:41:58.757776,web,0,0,0.0,0
1253,view_product,2025-08-17 13:42:10.757776,ios,232,home,130.91,0
87,start_checkout,2025-08-17 13:42:17.757776,android,851,fashion,155.98,0
944,app_open,2025-08-17 13:44:00.757776,android,0,0,0.0,0
3628,add_to_cart,2025-08-17 13:44:41.757776,ios,659,sports,146.76,0
1384,app_open,2025-08-17 13:45:12.757776,android,0,0,0.0,0
4381,app_open,2025-08-17 13:45:23.757776,web,0,0,0.0,0
835,start_checkout,2025-08-17 13:48:33.757776,android,1588,electronics,33.89,0
3886,start_checkout,2025-08-17 13:49:36.757776,android,1421,home,130.51,0
1049,view_product,2025-08-17 13:49:38.757776,web,823,sports,142.61,0
819,add_to_cart,2025-08-17 13:50:43.757776,android,863,sports,293.02,0
2385,view_home,2025-08-17 13:52:24.757776,ios,0,0,0.0,0
3119,view_cart,2025-08-17 13:54:07.757776,android,0,0,0.0,0
588,view_cart,2025-08-17 13:56:06.757776,ios,0,0,0.0,0
4453,view_product,2025-08-17 14:03:04.757776,android,667,beauty,69.92,0
2385,view_home,2025-08-17 14:09:57.757776,android,0,0,0.0,0
4136,app_open,2025-08-17 14:12:02.757776,android,0,0,0.0,0
1275,add_to_cart,2025-08-17 14:12:23.757776,android,511,electronics,262.33,0
1248,view_product,2025-08-17 14:18:28.757776,ios,610,home,274.13,0
3627,payment_success,2025-08-17 14:20:06.757776,android,1156,home,268.26,1
3656,view_product,2025-08-17 14:24:59.757776,android,974,sports,185.99,0
2646,click_category,2025-08-17 14:27:12.757776,ios,0,0,0.0,0
3313,view_product,2025-08-17 14:27:13.757776,android,853,beauty,126.04,0
855,start_checkout,2025-08-17 14:29:23.757776,android,1156,electronics,99.77,0
4050,start_checkout,2025-08-17 14:30:08.757776,android,651,electronics,282.65,0
951,app_open,2025-08-17 14:30:58.757776,web,0,0,0.0,0
1170,view_product,2025-08-17 14:34:23.757776,ios,19,beauty,201.47,0
1314,add_to_cart,2025-08-17 14:35:25.757776,android,1706,beauty,240.31,0
2510,click_category,2025-08-17 14:36:46.757776,android,0,0,0.0,0
2604,start_checkout,2025-08-17 14:37:43.757776,web,703,electronics,174.96,0
4745,view_cart,2025-08-17 14:37:53.757776,ios,0,0,0.0,0
2078,app_open,2025-08-17 14:39:28.757776,android,0,0,0.0,0
2659,view_product,2025-08-17 14:46:29.757776,ios,116,sports,265.74,0
832,view_product,2025-08-17 14:46:44.757776,android,793,fashion,85.12,0
4468,add_to_cart,2025-08-17 14:51:32.757776,android,218,home,85.43,0
2829,app_open,2025-08-17 14:57:12.757776,ios,0,0,0.0,0
3801,view_home,2025-08-17 15:00:02.757776,android,0,0,0.0,0
1069,app_open,2025-08-17 15:04:40.757776,android,0,0,0.0,0
2235,view_product,2025-08-17 15:05:12.757776,ios,1939,beauty,168.0,0
2645,click_category,2025-08-17 15:05:43.757776,android,0,0,0.0,0
3292,view_product,2025-08-17 15:08:02.757776,android,643,electronics,188.82,0
2239,view_home,2025-08-17 15:12:25.757776,android,0,0,0.0,0
3418,view_home,2025-08-17 15:21:03.757776,android,0,0,0.0,0
1414,click_category,2025-08-17 15:23:00.757776,android,0,0,0.0,0
1177,app_open,2025-08-17 15:29:11.757776,android,0,0,0.0,0
741,start_checkout,2025-08-17 15:31:00.757776,android,893,electronics,109.98,0
754,add_to_cart,2025-08-17 15:31:52.757776,ios,1728,sports,30.81,0
1435,view_product,2025-08-17 15:36:37.757776,android,424,electronics,279.08,0
3067,app_open,2025-08-17 15:39:52.757776,android,0,0,0.0,0
3651,view_product,2025-08-17 15:45:57.757776,ios,729,home,167.44,0
2844,view_product,2025-08-17 15:47:49.757776,ios,1226,sports,144.28,0
4734,app_open,2025-08-17 15:49:38.757776,android,0,0,0.0,0
2107,view_home,2025-08-17 15:49:42.757776,android,0,0,0.0,0
1261,view_product,2025-08-17 15:53:22.757776,android,1432,sports,140.22,0
291,view_home,2025-08-17 15:53:53.757776,android,0,0,0.0,0
88,view_home,2025-08-17 15:56:26.757776,android,0,0,0.0,0
4558,view_home,2025-08-17 15:57:48.757776,web,0,0,0.0,0
316,app_open,2025-08-17 16:00:38.757776,ios,0,0,0.0,0
574,start_checkout,2025-08-17 16:02:43.757776,ios,904,sports,166.56,0
3981,click_category,2025-08-17 16:02:49.757776,ios,0,0,0.0,0
4427,logout,2025-08-17 16:08:15.757776,web,0,0,0.0,0
4030,view_cart,2025-08-17 16:11:58.757776,ios,0,0,0.0,0
556,view_home,2025-08-17 16:12:54.757776,web,0,0,0.0,0
4681,add_to_cart,2025-08-17 16:13:32.757776,android,303,sports,42.05,0
3776,click_category,2025-08-17 16:18:15.757776,ios,0,0,0.0,0
3327,view_home,2025-08-17 16:21:05.757776,ios,0,0,0.0,0
1384,view_product,2025-08-17 16:22:22.757776,ios,906,beauty,29.61,0
2131,start_checkout,2025-08-17 16:22:59.757776,ios,1518,beauty,229.68,0
4154,view_cart,2025-08-17 16:24:11.757776,android,0,0,0.0,0
1118,add_to_cart,2025-08-17 16:24:32.757776,android,611,fashion,190.2,0
1737,add_to_cart,2025-08-17 16:24:40.757776,android,582,electronics,105.36,0
670,view_product,2025-08-17 16:27:09.757776,android,758,beauty,7.27,0
2929,payment_success,2025-08-17 16:28:55.757776,android,1915,home,145.97,1
4913,app_open,2025-08-17 16:30:13.757776,ios,0,0,0.0,0
2595,view_cart,2025-08-17 16:31:36.757776,android,0,0,0.0,0
1145,view_cart,2025-08-17 16:33:46.757776,ios,0,0,0.0,0
3938,view_product,2025-08-17 16:34:21.757776,android,1682,electronics,6.62,0
4122,logout,2025-08-17 16:37:26.757776,android,0,0,0.0,0
2042,add_to_cart,2025-08-17 16:39:26.757776,android,1635,beauty,192.53,0
3851,app_open,2025-08-17 16:39:50.757776,android,0,0,0.0,0
758,view_home,2025-08-17 16:40:09.757776,android,0,0,0.0,0
992,add_to_cart,2025-08-17 16:40:49.757776,android,365,home,72.29,0
4746,view_home,2025-08-17 16:42:07.757776,android,0,0,0.0,0
3134,view_home,2025-08-17 16:45:35.757776,android,0,0,0.0,0
848,logout,2025-08-17 16:48:02.757776,android,0,0,0.0,0
1182,add_to_cart,2025-08-17 16:48:23.757776,android,782,fashion,139.09,0
4902,view_cart,2025-08-17 16:48:46.757776,android,0,0,0.0,0
1211,app_open,2025-08-17 16:51:46.757776,android,0,0,0.0,0
3676,add_to_cart,2025-08-17 16:51:58.757776,android,1602,fashion,38.43,0
2168,view_product,2025-08-17 16:56:03.757776,android,1531,sports,170.06,0
4442,add_to_cart,2025-08-17 16:56:36.757776,android,575,home,34.31,0
4120,click_category,2025-08-17 16:59:57.757776,android,0,0,0.0,0
4130,click_category,2025-08-17 17:01:52.757776,android,0,0,0.0,0
3687,view_product,2025-08-17 17:06:47.757776,android,719,sports,85.64,0
1432,app_open,2025-08-17 17:11:27.757776,ios,0,0,0.0,0
3698,click_category,2025-08-17 17:12:52.757776,android,0,0,0.0,0
2695,start_checkout,2025-08-17 17:22:09.757776,android,799,home,100.41,0
136,view_product,2025-08-17 17:23:45.757776,android,1554,fashion,50.8,0
1997,view_home,2025-08-17 17:24:27.757776,android,0,0,0.0,0
1147,view_product,2025-08-17 17:24:46.757776,ios,1709,sports,111.79,0
2672,view_cart,2025-08-17 17:27:34.757776,android,0,0,0.0,0
1965,payment_success,2025-08-17 17:30:23.757776,web,66,fashion,36.37,1
995,view_product,2025-08-17 17:38:49.757776,ios,1035,beauty,285.12,0
3431,app_open,2025-08-17 17:40:16.757776,ios,0,0,0.0,0
1930,click_category,2025-08-17 17:41:02.757776,web,0,0,0.0,0
1959,start_checkout,2025-08-17 17:42:47.757776,android,98,home,190.96,0
3426,payment_success,2025-08-17 17:43:03.757776,android,602,sports,272.82,1
2425,view_product,2025-08-17 17:43:42.757776,ios,1328,fashion,205.33,0
2179,app_open,2025-08-17 17:47:37.757776,ios,0,0,0.0,0
545,start_checkout,2025-08-17 17:48:18.757776,android,399,fashion,221.92,0
3114,view_home,2025-08-17 17:48:48.757776,android,0,0,0.0,0
2380,view_product,2025-08-17 17:49:37.757776,ios,178,beauty,70.43,0
3585,app_open,2025-08-17 17:49:53.757776,android,0,0,0.0,0
82,app_open,2025-08-17 17:50:10.757776,web,0,0,0.0,0
2576,add_to_cart,2025-08-17 17:50:46.757776,ios,994,sports,7.88,0
4413,app_open,2025-08-17 17:52:01.757776,ios,0,0,0.0,0
1690,add_to_cart,2025-08-17 17:56:27.757776,web,840,sports,120.15,0
2851,view_home,2025-08-17 18:01:36.757776,ios,0,0,0.0,0
2144,app_open,2025-08-17 18:02:34.757776,android,0,0,0.0,0
4468,view_cart,2025-08-17 18:04:05.757776,android,0,0,0.0,0
4551,view_product,2025-08-17 18:05:14.757776,ios,82,home,138.16,0
2965,click_category,2025-08-17 18:08:33.757776,web,0,0,0.0,0
2488,view_product,2025-08-17 18:11:46.757776,android,964,home,113.51,0
2042,app_open,2025-08-17 18:12:16.757776,web,0,0,0.0,0
4948,app_open,2025-08-17 18:16:53.757776,ios,0,0,0.0,0
90,add_to_cart,2025-08-17 18:22:47.757776,android,688,beauty,30.96,0
2823,start_checkout,2025-08-17 18:25:04.757776,android,1519,home,112.37,0
2316,start_checkout,2025-08-17 18:26:04.757776,ios,982,home,250.03,0
2176,click_category,2025-08-17 18:28:28.757776,ios,0,0,0.0,0
4399,view_home,2025-08-17 18:29:46.757776,android,0,0,0.0,0
4321,view_product,2025-08-17 18:30:03.757776,android,170,electronics,141.04,0
1639,add_to_cart,2025-08-17 18:32:21.757776,ios,336,electronics,219.67,0
4959,view_product,2025-08-17 18:35:22.757776,android,850,fashion,193.47,0
4202,view_product,2025-08-17 18:37:30.757776,android,1170,electronics,171.48,0
3119,view_product,2025-08-17 18:49:00.757776,ios,1639,electronics,236.04,0
2430,view_cart,2025-08-17 18:49:00.757776,ios,0,0,0.0,0
3465,app_open,2025-08-17 18:49:03.757776,android,0,0,0.0,0
535,app_open,2025-08-17 18:51:05.757776,web,0,0,0.0,0
2709,view_home,2025-08-17 18:53:55.757776,android,0,0,0.0,0
96,add_to_cart,2025-08-17 18:56:01.757776,ios,408,beauty,293.44,0
1086,add_to_cart,2025-08-17 18:57:35.757776,android,1339,beauty,105.44,0
1087,view_home,2025-08-17 19:05:03.757776,ios,0,0,0.0,0
2845,app_open,2025-08-17 19:05:21.757776,android,0,0,0.0,0
2732,payment_success,2025-08-17 19:08:45.757776,android,1129,sports,234.83,1
3998,view_home,2025-08-17 19:10:26.757776,android,0,0,0.0,0
2062,view_cart,2025-08-17 19:12:48.757776,ios,0,0,0.0,0
4564,app_open,2025-08-17 19:16:34.757776,android,0,0,0.0,0
3959,payment_success,2025-08-17 19:21:41.757776,ios,1813,home,205.85,1
298,view_home,2025-08-17 19:21:45.757776,ios,0,0,0.0,0
3433,add_to_cart,2025-08-17 19:26:47.757776,ios,1575,home,199.17,0
4043,click_category,2025-08-17 19:28:13.757776,android,0,0,0.0,0
706,start_checkout,2025-08-17 19:31:25.757776,web,1830,beauty,147.23,0
2437,logout,2025-08-17 19:37:35.757776,android,0,0,0.0,0
2938,view_home,2025-08-17 19:43:48.757776,ios,0,0,0.0,0
407,view_home,2025-08-17 19:46:03.757776,android,0,0,0.0,0
5000,start_checkout,2025-08-17 19:47:15.757776,web,872,beauty,256.46,0
927,view_cart,2025-08-17 19:52:44.757776,android,0,0,0.0,0
1828,view_cart,2025-08-17 19:54:54.757776,android,0,0,0.0,0
2138,view_product,2025-08-17 19:55:46.757776,ios,1509,home,174.44,0
1691,view_cart,2025-08-17 20:04:38.757776,android,0,0,0.0,0
3590,app_open,2025-08-17 20:07:28.757776,android,0,0,0.0,0
3742,click_category,2025-08-17 20:11:04.757776,ios,0,0,0.0,0
1344,payment_success,2025-08-17 20:18:31.757776,ios,20,fashion,275.62,1
3847,view_home,2025-08-17 20:19:49.757776,android,0,0,0.0,0
4654,view_home,2025-08-17 20:20:07.757776,web,0,0,0.0,0
2044,start_checkout,2025-08-17 20:20:53.757776,android,1942,fashion,192.68,0
4139,view_product,2025-08-17 20:21:34.757776,ios,942,sports,28.72,0
3188,start_checkout,2025-08-17 20:21:35.757776,android,1356,beauty,104.01,0
747,view_home,2025-08-17 20:22:37.757776,ios,0,0,0.0,0
2876,view_cart,2025-08-17 20:23:17.757776,android,0,0,0.0,0
3226,view_home,2025-08-17 20:33:53.757776,android,0,0,0.0,0
3805,view_product,2025-08-17 20:35:18.757776,ios,466,beauty,137.83,0
2496,view_product,2025-08-17 20:38:00.757776,ios,1715,sports,268.73,0
2137,view_product,2025-08-17 20:40:48.757776,android,1694,fashion,100.39,0
2867,add_to_cart,2025-08-17 20:41:59.757776,web,1419,home,7.78,0
3848,view_product,2025-08-17 20:42:06.757776,android,779,electronics,64.16,0
1857,click_category,2025-08-17 20:47:07.757776,android,0,0,0.0,0
1603,view_home,2025-08-17 20:51:01.757776,android,0,0,0.0,0
1185,view_home,2025-08-17 20:51:34.757776,web,0,0,0.0,0
3404,click_category,2025-08-17 20:56:46.757776,ios,0,0,0.0,0
113,view_home,2025-08-17 20:56:53.757776,ios,0,0,0.0,0
616,payment_success,2025-08-17 20:57:52.757776,android,1756,fashion,206.16,1
757,view_product,2025-08-17 21:07:53.757776,ios,558,beauty,151.3,0
3755,view_home,2025-08-17 21:11:33.757776,web,0,0,0.0,0
2285,view_home,2025-08-17 21:15:44.757776,web,0,0,0.0,0
556,view_home,2025-08-17 21:16:21.757776,android,0,0,0.0,0
2731,view_home,2025-08-17 21:18:07.757776,android,0,0,0.0,0
4613,payment_success,2025-08-17 21:20:26.757776,web,18,electronics,42.21,1
1693,payment_success,2025-08-17 21:21:53.757776,web,1513,home,46.5,1
1637,view_home,2025-08-17 21:26:41.757776,android,0,0,0.0,0
2061,start_checkout,2025-08-17 21:30:01.757776,android,851,beauty,29.21,0
3009,start_checkout,2025-08-17 21:32:30.757776,android,338,sports,287.19,0
2851,logout,2025-08-17 21:33:36.757776,android,0,0,0.0,0
1308,view_home,2025-08-17 21:35:47.757776,android,0,0,0.0,0
4488,app_open,2025-08-17 21:43:50.757776,android,0,0,0.0,0
1128,view_product,2025-08-17 21:45:52.757776,android,1307,electronics,151.55,0
3926,view_product,2025-08-17 21:48:47.757776,android,1188,fashion,29.54,0
510,view_product,2025-08-17 21:49:34.757776,android,415,home,218.03,0
140,view_product,2025-08-17 21:51:28.757776,android,1672,fashion,144.56,0
3681,add_to_cart,2025-08-17 21:52:21.757776,ios,1356,fashion,23.02,0
1930,app_open,2025-08-17 21:55:26.757776,android,0,0,0.0,0
2939,click_category,2025-08-17 21:59:05.757776,ios,0,0,0.0,0
1710,click_category,2025-08-17 22:00:01.757776,ios,0,0,0.0,0
316,logout,2025-08-17 22:18:03.757776,ios,0,0,0.0,0
1504,view_product,2025-08-17 22:18:58.757776,android,1422,fashion,78.14,0
1791,start_checkout,2025-08-17 22:19:22.757776,android,1949,electronics,81.65,0
4223,view_product,2025-08-17 22:21:03.757776,android,962,beauty,111.33,0
1911,payment_success,2025-08-17 22:22:35.757776,android,1686,sports,180.5,1
1003,click_category,2025-08-17 22:28:10.757776,ios,0,0,0.0,0
3916,add_to_cart,2025-08-17 22:30:51.757776,android,575,sports,203.5,0
2007,view_product,2025-08-17 22:31:05.757776,web,850,electronics,171.41,0
2538,payment_success,2025-08-17 22:31:30.757776,android,83,beauty,191.23,1
1870,view_cart,2025-08-17 22:35:05.757776,ios,0,0,0.0,0
484,view_home,2025-08-17 22:41:46.757776,ios,0,0,0.0,0
4483,app_open,2025-08-17 22:45:21.757776,android,0,0,0.0,0
2088,app_open,2025-08-17 22:51:35.757776,android,0,0,0.0,0
3433,click_category,2025-08-17 22:52:37.757776,web,0,0,0.0,0
2636,start_checkout,2025-08-17 22:57:42.757776,android,945,sports,252.24,0
4055,view_home,2025-08-17 22:59:20.757776,android,0,0,0.0,0
1370,view_cart,2025-08-17 23:00:41.757776,ios,0,0,0.0,0
308,app_open,2025-08-17 23:02:37.757776,android,0,0,0.0,0
1990,view_product,2025-08-17 23:05:00.757776,web,1336,fashion,31.09,0
3913,add_to_cart,2025-08-17 23:07:12.757776,android,1515,electronics,209.43,0
260,payment_success,2025-08-17 23:08:00.757776,android,1468,electronics,192.26,1
3171,payment_success,2025-08-17 23:08:15.757776,android,525,home,198.18,1
2542,app_open,2025-08-17 23:11:13.757776,web,0,0,0.0,0
176,view_home,2025-08-17 23:12:49.757776,android,0,0,0.0,0
3147,payment_success,2025-08-17 23:19:01.757776,web,570,sports,121.24,1
4619,add_to_cart,2025-08-17 23:20:11.757776,ios,524,sports,154.71,0
2148,view_home,2025-08-17 23:20:25.757776,android,0,0,0.0,0
3802,view_home,2025-08-17 23:28:49.757776,android,0,0,0.0,0
2965,app_open,2025-08-17 23:36:52.757776,android,0,0,0.0,0
1990,app_open,2025-08-17 23:39:16.757776,android,0,0,0.0,0
4457,view_product,2025-08-17 23:41:25.757776,ios,1297,beauty,119.06,0
171,view_product,2025-08-17 23:42:13.757776,ios,1139,fashion,150.59,0
1089,start_checkout,2025-08-17 23:44:45.757776,ios,1432,fashion,128.29,0
1494,view_product,2025-08-17 23:46:30.757776,android,70,fashion,111.19,0
1901,view_home,2025-08-17 23:47:04.757776,android,0,0,0.0,0
